                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.66128,                0.53034,                 1.1766,                0.92249,                0.93216,                0.94858,                0.76678,                0.76007,                0.43238,                 1.3218,             0.00063812,             0.00063812,             0.00063812
                    126,                0.66562,                0.53685,                 1.1801,                0.91203,                0.92338,                0.94801,                0.76435,                0.78489,                0.43304,                 1.3559,             0.00063312,             0.00063312,             0.00063312
                    127,                 0.6638,                0.54021,                 1.1767,                0.91772,                0.92424,                 0.9483,                0.76636,                0.76802,                0.45568,                 1.3233,              0.0006281,              0.0006281,              0.0006281
                    128,                0.66243,                0.52405,                 1.1737,                0.92884,                0.92233,                0.95577,                 0.7673,                0.78044,                0.44653,                 1.3509,             0.00062307,             0.00062307,             0.00062307
                    129,                0.65605,                0.52186,                 1.1711,                0.94253,                0.92262,                 0.9588,                0.77342,                0.76441,                0.41828,                 1.3138,             0.00061803,             0.00061803,             0.00061803
                    130,                0.65492,                0.52627,                 1.1748,                0.92428,                0.93716,                0.95084,                0.77417,                0.76943,                0.42805,                 1.3203,             0.00061298,             0.00061298,             0.00061298
                    131,                0.65257,                0.51499,                 1.1689,                0.92843,                0.94114,                0.95722,                0.77784,                0.77387,                0.43143,                 1.3442,             0.00060792,             0.00060792,             0.00060792
                    132,                0.65257,                0.51792,                 1.1715,                0.93162,                0.90126,                0.95347,                0.76881,                0.77537,                0.45195,                 1.3352,             0.00060284,             0.00060284,             0.00060284
                    133,                 0.6478,                0.51216,                  1.169,                0.92645,                0.93584,                0.95419,                0.76757,                0.78832,                0.42513,                 1.3645,             0.00059775,             0.00059775,             0.00059775
                    134,                 0.6408,                0.51608,                 1.1719,                0.91547,                0.94029,                0.95012,                0.76857,                0.77902,                0.41677,                 1.3306,             0.00059266,             0.00059266,             0.00059266
                    135,                0.64879,                 0.5081,                 1.1707,                0.95023,                 0.8986,                0.95109,                0.77277,                0.75845,                0.42681,                 1.3366,             0.00058755,             0.00058755,             0.00058755
                    136,                0.63881,                  0.504,                 1.1587,                0.91654,                0.92294,                0.95696,                0.77831,                 0.7599,                0.42205,                 1.3217,             0.00058244,             0.00058244,             0.00058244
                    137,                0.63663,                0.50141,                 1.1655,                0.92801,                0.91792,                0.94783,                0.76798,                0.77736,                0.43393,                 1.3624,             0.00057731,             0.00057731,             0.00057731
                    138,                0.65122,                0.52348,                  1.173,                0.93752,                0.94818,                0.96305,                0.78185,                0.78179,                0.43109,                 1.3668,             0.00057218,             0.00057218,             0.00057218
                    139,                0.63877,                0.50023,                 1.1614,                0.95177,                0.91665,                0.96201,                0.77618,                 0.7874,                0.44708,                 1.3788,             0.00056704,             0.00056704,             0.00056704
                    140,                0.64031,                0.51598,                 1.1653,                0.92566,                0.91087,                0.94018,                0.75834,                0.78119,                 0.4592,                 1.3702,             0.00056189,             0.00056189,             0.00056189
                    141,                0.63163,                0.49376,                 1.1524,                0.91009,                0.93679,                0.94341,                0.76546,                0.76705,                0.42694,                 1.3498,             0.00055674,             0.00055674,             0.00055674
                    142,                0.62776,                0.49464,                 1.1539,                0.93454,                0.93582,                0.95391,                0.77153,                0.76493,                0.41484,                 1.3281,             0.00055158,             0.00055158,             0.00055158
                    143,                0.62812,                0.48266,                 1.1571,                0.92852,                0.90215,                0.95431,                0.77392,                0.74843,                0.43677,                 1.3384,             0.00054642,             0.00054642,             0.00054642
                    144,                 0.6264,                0.48772,                 1.1516,                0.91926,                0.93443,                0.94482,                0.76957,                0.75767,                 0.4293,                  1.323,             0.00054125,             0.00054125,             0.00054125
                    145,                 0.6206,                0.49193,                 1.1559,                0.93996,                  0.913,                0.94701,                0.76727,                0.77394,                0.40713,                 1.3534,             0.00053608,             0.00053608,             0.00053608
                    146,                0.63381,                0.49752,                 1.1658,                0.91333,                0.92949,                0.94694,                0.77269,                0.76482,                0.41548,                 1.3501,             0.00053091,             0.00053091,             0.00053091
                    147,                0.64071,                0.50813,                 1.1603,                0.90505,                0.92085,                0.93604,                0.76657,                0.77596,                0.45233,                 1.3613,             0.00052573,             0.00052573,             0.00052573
                    148,                0.61689,                0.48613,                 1.1487,                0.94131,                0.91986,                0.95553,                 0.7672,                0.75354,                0.44338,                  1.317,             0.00052055,             0.00052055,             0.00052055
                    149,                0.63307,                0.49091,                 1.1596,                0.91047,                0.94473,                 0.9609,                0.77456,                0.76466,                0.42608,                 1.3537,             0.00051537,             0.00051537,             0.00051537
                    150,                0.62514,                0.49584,                 1.1539,                0.91173,                0.92681,                0.94822,                0.77072,                0.75782,                0.41349,                 1.3391,             0.00051018,             0.00051018,             0.00051018
                    151,                0.62391,                0.48529,                 1.1544,                0.92991,                0.90987,                0.94849,                0.76493,                0.78664,                0.43333,                 1.3668,               0.000505,               0.000505,               0.000505
                    152,                 0.6248,                0.48216,                 1.1524,                0.94316,                0.92256,                0.95362,                0.76725,                0.80756,                0.42332,                 1.4003,             0.00049982,             0.00049982,             0.00049982
                    153,                0.61943,                0.49352,                 1.1578,                0.91773,                0.92729,                0.94583,                0.76814,                0.78945,                0.43265,                 1.3825,             0.00049463,             0.00049463,             0.00049463
                    154,                0.61357,                 0.4799,                 1.1462,                0.90316,                0.94248,                0.95297,                 0.7697,                0.79361,                 0.4226,                 1.3788,             0.00048945,             0.00048945,             0.00048945
                    155,                0.60188,                0.46326,                 1.1322,                0.93519,                0.94283,                0.95241,                0.77039,                0.77133,                0.41442,                 1.3642,             0.00048427,             0.00048427,             0.00048427
                    156,                0.61159,                0.47932,                 1.1456,                0.93882,                 0.9234,                0.96019,                0.77608,                0.76792,                0.41135,                 1.3614,             0.00047909,             0.00047909,             0.00047909
                    157,                0.62205,                0.48133,                 1.1528,                0.94642,                0.93571,                0.96323,                0.78051,                0.77478,                0.39233,                 1.3626,             0.00047392,             0.00047392,             0.00047392
                    158,                0.60905,                0.47704,                 1.1395,                0.92088,                0.92709,                0.94908,                 0.7792,                0.76187,                0.39991,                 1.3537,             0.00046875,             0.00046875,             0.00046875
                    159,                0.61407,                0.47917,                  1.152,                0.91815,                0.92308,                0.95075,                0.77965,                 0.7489,                0.41254,                 1.3463,             0.00046358,             0.00046358,             0.00046358
                    160,                0.60245,                0.47228,                 1.1353,                0.93469,                0.93453,                0.95267,                0.77973,                0.75268,                0.39896,                 1.3505,             0.00045842,             0.00045842,             0.00045842
                    161,                0.60269,                0.48015,                 1.1459,                 0.9237,                0.92698,                0.95007,                0.77207,                0.77411,                0.41637,                 1.3817,             0.00045326,             0.00045326,             0.00045326
                    162,                0.59702,                0.45604,                 1.1331,                0.92205,                0.93351,                0.95541,                0.77105,                0.76845,                0.42483,                 1.3718,             0.00044811,             0.00044811,             0.00044811
                    163,                0.59966,                0.45194,                 1.1359,                0.92036,                0.93543,                 0.9495,                0.77545,                0.76977,                0.40841,                 1.3755,             0.00044296,             0.00044296,             0.00044296
                    164,                0.58844,                0.45986,                 1.1311,                0.93003,                0.92872,                0.95347,                0.77565,                 0.7647,                 0.4076,                 1.3756,             0.00043782,             0.00043782,             0.00043782
                    165,                0.61112,                  0.475,                 1.1428,                0.94865,                 0.9315,                 0.9575,                0.77408,                0.75972,                0.40931,                 1.3581,             0.00043269,             0.00043269,             0.00043269
                    166,                 0.5954,                0.46975,                 1.1325,                0.92462,                0.93514,                0.95159,                0.76922,                0.77569,                0.42272,                 1.3715,             0.00042756,             0.00042756,             0.00042756
                    167,                0.59116,                0.45917,                  1.121,                0.93204,                0.92128,                0.95544,                0.77333,                0.77832,                0.39788,                 1.3755,             0.00042245,             0.00042245,             0.00042245
                    168,                0.58693,                0.44564,                 1.1264,                0.91065,                0.94759,                0.95185,                 0.7762,                0.77238,                0.40416,                 1.3759,             0.00041734,             0.00041734,             0.00041734
                    169,                0.59375,                0.45628,                 1.1259,                0.93536,                0.94283,                0.95268,                0.77297,                0.76272,                0.41714,                 1.3688,             0.00041225,             0.00041225,             0.00041225
                    170,                0.58251,                0.44419,                 1.1286,                0.93578,                0.91934,                0.94799,                0.76841,                0.78706,                0.42363,                 1.3958,             0.00040716,             0.00040716,             0.00040716
                    171,                0.59205,                0.44884,                 1.1274,                0.92122,                0.93618,                0.95195,                0.77148,                0.77496,                0.40998,                 1.3703,             0.00040208,             0.00040208,             0.00040208
                    172,                0.57542,                0.43951,                 1.1209,                0.94069,                0.92018,                0.95076,                0.76915,                0.76062,                0.39165,                  1.362,             0.00039702,             0.00039702,             0.00039702
                    173,                0.59196,                0.46834,                 1.1337,                0.93963,                0.93989,                 0.9523,                0.77142,                0.76707,                0.39398,                 1.3727,             0.00039197,             0.00039197,             0.00039197
                    174,                0.57643,                0.44208,                 1.1235,                0.92578,                0.92361,                 0.9453,                0.76363,                   0.77,                0.42358,                 1.3891,             0.00038693,             0.00038693,             0.00038693
                    175,                 0.5808,                0.44623,                 1.1243,                0.91187,                0.92974,                0.94819,                0.76829,                0.76695,                 0.4215,                 1.3785,              0.0003819,              0.0003819,              0.0003819
                    176,                0.57766,                0.44257,                 1.1244,                0.92346,                0.92375,                0.94571,                  0.769,                0.78349,                0.41976,                 1.3848,             0.00037688,             0.00037688,             0.00037688
                    177,                0.57471,                0.44307,                 1.1237,                0.94124,                0.92434,                0.95443,                0.77331,                 0.7647,                0.42324,                 1.3747,             0.00037188,             0.00037188,             0.00037188
                    178,                0.59161,                0.45272,                 1.1268,                0.94252,                0.92389,                0.95408,                0.77637,                0.75622,                0.42393,                 1.3665,              0.0003669,              0.0003669,              0.0003669
                    179,                0.56195,                0.43033,                  1.117,                0.92053,                0.92896,                0.96161,                0.77499,                0.75763,                0.41991,                 1.3618,             0.00036193,             0.00036193,             0.00036193
                    180,                0.58328,                0.45537,                 1.1318,                0.94112,                0.93033,                0.96096,                 0.7826,                0.76199,                  0.404,                 1.3608,             0.00035697,             0.00035697,             0.00035697
                    181,                0.57522,                0.45465,                 1.1302,                0.91947,                0.91969,                0.95222,                0.77333,                0.77655,                0.42409,                 1.3805,             0.00035204,             0.00035204,             0.00035204
                    182,                0.57175,                 0.4362,                 1.1178,                0.94086,                0.90665,                0.94988,                0.77389,                0.75858,                0.41461,                 1.3587,             0.00034712,             0.00034712,             0.00034712
                    183,                0.55963,                0.44232,                 1.1171,                0.93829,                0.91015,                0.94743,                0.77597,                0.77005,                0.40591,                 1.3859,             0.00034221,             0.00034221,             0.00034221
                    184,                0.55982,                0.42027,                 1.1099,                0.89705,                0.94002,                0.95044,                0.78411,                0.76126,                0.41381,                 1.3827,             0.00033732,             0.00033732,             0.00033732
                    185,                0.56111,                 0.4264,                 1.1138,                0.92761,                0.91603,                  0.952,                0.77639,                0.76542,                0.41405,                 1.3735,             0.00033246,             0.00033246,             0.00033246
                    186,                0.57139,                0.43437,                 1.1212,                0.90338,                0.93808,                0.95085,                0.77639,                0.75731,                0.40498,                 1.3676,             0.00032761,             0.00032761,             0.00032761
                    187,                 0.5511,                0.43028,                 1.1081,                 0.9465,                0.91024,                0.95493,                0.77635,                0.76537,                0.40464,                 1.3791,             0.00032278,             0.00032278,             0.00032278
                    188,                0.55365,                0.42335,                 1.1101,                0.93914,                0.90834,                 0.9556,                0.77844,                0.76893,                0.40341,                  1.378,             0.00031797,             0.00031797,             0.00031797
                    189,                0.55999,                0.42641,                 1.1084,                0.90604,                0.94548,                0.95376,                0.77256,                0.75876,                0.40788,                 1.3638,             0.00031318,             0.00031318,             0.00031318
                    190,                 0.5643,                0.42784,                 1.1122,                 0.9078,                 0.9371,                0.95237,                0.77678,                0.74989,                0.39925,                 1.3633,             0.00030841,             0.00030841,             0.00030841
                    191,                0.54746,                0.41536,                 1.1067,                0.94492,                0.90783,                0.95286,                0.77666,                 0.7581,                0.40248,                 1.3721,             0.00030367,             0.00030367,             0.00030367
                    192,                 0.5521,                0.42663,                 1.1152,                0.93442,                 0.9196,                0.95149,                 0.7773,                0.76739,                0.40654,                   1.38,             0.00029894,             0.00029894,             0.00029894
                    193,                0.55989,                0.43387,                 1.1173,                0.92152,                0.93231,                0.95406,                0.77917,                0.75259,                0.40012,                 1.3583,             0.00029424,             0.00029424,             0.00029424
                    194,                0.53611,                0.41251,                 1.0995,                0.93839,                0.91841,                0.95127,                0.77804,                0.75148,                   0.41,                 1.3645,             0.00028956,             0.00028956,             0.00028956
                    195,                0.55935,                0.42435,                 1.1086,                0.92968,                0.90806,                0.94705,                0.77662,                0.73988,                0.40669,                 1.3608,             0.00028491,             0.00028491,             0.00028491
                    196,                0.55921,                0.42304,                 1.1048,                0.94338,                 0.9077,                 0.9446,                 0.7757,                0.75149,                0.41362,                 1.3659,             0.00028027,             0.00028027,             0.00028027
                    197,                0.56222,                0.43407,                 1.1127,                 0.9372,                0.92153,                0.95031,                0.77715,                 0.7542,                0.42352,                 1.3712,             0.00027567,             0.00027567,             0.00027567
                    198,                0.54107,                0.40877,                    1.1,                0.92835,                0.92555,                0.94355,                0.77938,                0.76572,                0.41702,                 1.3827,             0.00027109,             0.00027109,             0.00027109
                    199,                0.55081,                 0.4178,                 1.1084,                0.93242,                0.92402,                0.95191,                0.78668,                0.75406,                0.41127,                 1.3709,             0.00026653,             0.00026653,             0.00026653
                    200,                0.54966,                0.42658,                 1.1033,                0.93652,                0.91472,                0.94912,                0.77792,                0.74777,                0.41675,                 1.3658,               0.000262,               0.000262,               0.000262
                    201,                0.54026,                0.41075,                 1.0973,                0.90374,                0.92441,                0.94448,                0.77525,                0.75114,                 0.4275,                 1.3762,              0.0002575,              0.0002575,              0.0002575
                    202,                0.53412,                0.41362,                 1.0936,                0.92176,                0.92879,                0.94668,                0.77342,                0.75762,                0.42774,                 1.3831,             0.00025302,             0.00025302,             0.00025302
                    203,                0.54338,                0.42161,                 1.1043,                0.93358,                0.92805,                0.94931,                0.77484,                0.76489,                0.42202,                 1.3812,             0.00024858,             0.00024858,             0.00024858
                    204,                0.54774,                0.41964,                 1.1021,                0.92902,                0.93176,                0.94815,                0.77374,                0.77297,                0.44718,                 1.3963,             0.00024416,             0.00024416,             0.00024416
                    205,                0.53922,                 0.4096,                 1.1026,                0.93323,                 0.9184,                0.95025,                0.77607,                0.77024,                0.43307,                 1.3969,             0.00023977,             0.00023977,             0.00023977
                    206,                0.52702,                0.40548,                 1.0923,                0.92955,                0.92388,                0.95251,                0.78254,                0.76612,                0.42344,                 1.3975,              0.0002354,              0.0002354,              0.0002354
                    207,                0.54066,                0.41831,                 1.1012,                0.93618,                0.92738,                0.95552,                0.77864,                0.77872,                0.42053,                 1.4055,             0.00023107,             0.00023107,             0.00023107
                    208,                0.53609,                 0.4082,                  1.102,                 0.9414,                0.93281,                0.95792,                0.77615,                0.76997,                0.40707,                 1.3934,             0.00022677,             0.00022677,             0.00022677
                    209,                0.52858,                0.40188,                 1.0901,                0.93809,                0.93904,                0.94946,                0.77275,                0.77076,                 0.4024,                 1.3984,              0.0002225,              0.0002225,              0.0002225
                    210,                0.54301,                0.41692,                 1.1004,                0.93788,                0.93316,                0.94777,                0.77077,                0.77725,                0.41162,                 1.4094,             0.00021826,             0.00021826,             0.00021826
                    211,                 0.5191,                0.40147,                 1.0907,                0.94808,                 0.9279,                0.94682,                0.77174,                  0.764,                0.39774,                 1.3951,             0.00021405,             0.00021405,             0.00021405
                    212,                0.53652,                 0.4088,                 1.1001,                0.93832,                0.93424,                0.94654,                0.77166,                0.76428,                0.40916,                 1.3931,             0.00020987,             0.00020987,             0.00020987
                    213,                0.54609,                 0.4089,                 1.1006,                0.92931,                0.93764,                 0.9496,                0.77154,                0.77501,                0.41378,                 1.4034,             0.00020572,             0.00020572,             0.00020572
                    214,                0.53096,                0.39536,                 1.1029,                0.92817,                0.93129,                0.94912,                0.77542,                0.77772,                0.41978,                 1.3941,             0.00020161,             0.00020161,             0.00020161
                    215,                 0.5323,                0.39994,                 1.0966,                0.92762,                0.93832,                0.95155,                0.77862,                0.77304,                0.39893,                 1.3908,             0.00019753,             0.00019753,             0.00019753
                    216,                0.51995,                0.39352,                 1.0848,                0.93895,                0.93498,                0.95083,                0.77513,                0.76463,                0.40499,                 1.3853,             0.00019349,             0.00019349,             0.00019349
                    217,                0.53896,                0.42271,                 1.0974,                0.93282,                0.94293,                0.95369,                0.77449,                 0.7735,                0.40429,                 1.3962,             0.00018948,             0.00018948,             0.00018948
                    218,                0.52563,                   0.41,                 1.0913,                0.93534,                0.94547,                0.95569,                0.77243,                0.76667,                0.40413,                 1.3936,              0.0001855,              0.0001855,              0.0001855
                    219,                0.52342,                0.39587,                 1.0876,                0.94408,                0.92403,                0.95475,                0.77326,                0.75447,                0.40073,                 1.3783,             0.00018156,             0.00018156,             0.00018156
                    220,                0.51313,                0.38116,                 1.0762,                0.93411,                0.93334,                0.95725,                0.76778,                0.76196,                0.40978,                 1.3861,             0.00017765,             0.00017765,             0.00017765
                    221,                0.53297,                0.41342,                 1.0914,                0.94384,                  0.925,                 0.9584,                0.77275,                0.75836,                0.40517,                 1.3836,             0.00017378,             0.00017378,             0.00017378
                    222,                0.53002,                0.40155,                 1.0958,                0.95036,                0.91722,                0.95966,                0.77464,                0.76353,                0.40187,                 1.3954,             0.00016995,             0.00016995,             0.00016995
                    223,                0.51467,                0.39417,                 1.0881,                0.94532,                0.92583,                0.95956,                0.77383,                0.76558,                0.38879,                 1.3992,             0.00016615,             0.00016615,             0.00016615
                    224,                0.51167,                0.38065,                 1.0734,                0.93708,                0.93433,                0.95754,                0.77428,                 0.7642,                0.39395,                 1.4042,             0.00016239,             0.00016239,             0.00016239
                    225,                0.51575,                0.38682,                 1.0835,                 0.9521,                0.93014,                  0.958,                0.77734,                0.76333,                0.39085,                 1.4095,             0.00015867,             0.00015867,             0.00015867
                    226,                0.51507,                 0.3922,                 1.0802,                0.94356,                0.92767,                0.95916,                0.77835,                0.77013,                 0.3819,                 1.4213,             0.00015498,             0.00015498,             0.00015498
                    227,                 0.5156,                0.38349,                 1.0872,                0.95937,                0.90766,                0.95169,                0.77474,                0.76605,                0.39832,                 1.4158,             0.00015134,             0.00015134,             0.00015134
                    228,                0.51066,                0.37626,                 1.0785,                0.94282,                0.93048,                0.95315,                0.77324,                 0.7694,                0.39654,                 1.4177,             0.00014773,             0.00014773,             0.00014773
                    229,                0.51219,                0.39045,                 1.0825,                0.95115,                0.92526,                0.95249,                0.77303,                0.75992,                0.39715,                 1.4119,             0.00014416,             0.00014416,             0.00014416
                    230,                0.51653,                 0.3979,                  1.088,                0.92751,                0.95414,                0.95213,                0.77446,                0.75554,                0.38845,                 1.4037,             0.00014063,             0.00014063,             0.00014063
                    231,                0.50608,                0.38229,                 1.0776,                0.95524,                0.92699,                0.95279,                0.77664,                0.75724,                0.38924,                 1.4045,             0.00013714,             0.00013714,             0.00013714
                    232,                0.50606,                0.38691,                 1.0767,                  0.957,                0.92103,                0.95156,                0.77338,                0.76434,                0.38893,                 1.4156,              0.0001337,              0.0001337,              0.0001337
                    233,                0.50919,                0.38406,                 1.0806,                0.95429,                0.92734,                0.95197,                0.76862,                0.75785,                0.39444,                 1.4095,             0.00013029,             0.00013029,             0.00013029
                    234,                0.50766,                0.38237,                 1.0803,                0.95397,                 0.9189,                0.95428,                0.76976,                0.76296,                0.39618,                  1.419,             0.00012692,             0.00012692,             0.00012692
                    235,                0.49428,                0.37785,                 1.0732,                0.94848,                   0.92,                0.94915,                0.76512,                0.77082,                0.40242,                 1.4306,              0.0001236,              0.0001236,              0.0001236
                    236,                0.50957,                0.39121,                  1.087,                0.94448,                 0.9185,                 0.9529,                0.77033,                0.76568,                0.39833,                 1.4307,             0.00012031,             0.00012031,             0.00012031
                    237,                0.49248,                0.36621,                 1.0702,                0.93818,                 0.9225,                0.95027,                0.76983,                0.76621,                0.39611,                 1.4291,             0.00011707,             0.00011707,             0.00011707
                    238,                 0.5063,                0.38554,                 1.0831,                0.92925,                0.93547,                0.95122,                0.77145,                0.76169,                 0.3959,                  1.422,             0.00011387,             0.00011387,             0.00011387
                    239,                0.50913,                0.39422,                 1.0815,                0.93537,                0.93292,                 0.9542,                 0.7742,                0.76097,                0.39565,                 1.4231,             0.00011072,             0.00011072,             0.00011072
                    240,                0.50316,                0.37978,                 1.0834,                0.94488,                0.92685,                0.95475,                0.77398,                0.75898,                0.39754,                 1.4221,             0.00010761,             0.00010761,             0.00010761
                    241,                0.49967,                0.38453,                 1.0795,                0.94599,                 0.9191,                0.95455,                0.77471,                 0.7532,                0.40022,                 1.4128,             0.00010454,             0.00010454,             0.00010454
                    242,                0.50016,                0.38157,                  1.076,                0.94058,                0.92366,                0.95365,                0.76981,                0.76162,                0.40602,                 1.4178,             0.00010151,             0.00010151,             0.00010151
                    243,                0.49333,                0.37207,                 1.0743,                0.93939,                0.93179,                0.95041,                0.76887,                0.76791,                 0.4031,                 1.4235,             9.8531e-05,             9.8531e-05,             9.8531e-05
                    244,                0.49413,                0.37536,                 1.0686,                0.93483,                0.93208,                 0.9485,                0.77151,                0.76507,                0.40455,                 1.4244,             9.5595e-05,             9.5595e-05,             9.5595e-05
                    245,                0.50756,                0.38014,                 1.0785,                0.94107,                0.92865,                0.94787,                0.77405,                0.76352,                0.40209,                 1.4246,             9.2704e-05,             9.2704e-05,             9.2704e-05
                    246,                0.49869,                0.38131,                 1.0764,                0.94852,                0.92899,                0.94814,                0.77205,                0.77108,                0.40095,                 1.4292,             8.9858e-05,             8.9858e-05,             8.9858e-05
                    247,                0.49875,                0.37361,                 1.0763,                0.94474,                0.92664,                0.94704,                0.77165,                0.77345,                0.40211,                 1.4332,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    248,                0.50198,                0.37894,                 1.0799,                0.94691,                0.92362,                0.94734,                0.77065,                0.77271,                0.41131,                 1.4305,             8.4303e-05,             8.4303e-05,             8.4303e-05
                    249,                0.49247,                0.36579,                 1.0689,                0.94419,                0.92744,                0.94799,                0.77165,                0.77006,                0.40649,                 1.4304,             8.1595e-05,             8.1595e-05,             8.1595e-05
